image_id,ImageName,Class,X1,Y1,X2,Y2
729,20200715135351168_Lepton_300.jpg,0,56,74,79,113
729,20200715135351168_Lepton_300.jpg,1,75,55,115,120
730,20200715161442468_Lepton_445.jpg,0,63,57,90,82
731,20191028164146289_Lepton_060.jpg,1,90,67,110,115
732,20191106175244713_Lepton_280.jpg,1,20,42,99,107
734,20191028130809472_Lepton_050.jpg,0,9,55,29,88
734,20191028130809472_Lepton_050.jpg,1,1,46,31,91
735,20200715160643803_Lepton_590.jpg,0,120,24,146,64
736,20200715140032620_Lepton_320.jpg,1,75,48,119,97
736,20200715140032620_Lepton_320.jpg,0,54,67,86,102
737,20191111112106219_Lepton_490.jpg,0,21,38,50,97
737,20191111112106219_Lepton_490.jpg,1,2,2,27,109
738,20191104153040247_Lepton_110.jpg,0,98,26,141,69
739,20191111135242217_Lepton_170.jpg,0,32,49,60,75
740,20191028134440421_Lepton_150.jpg,0,2,52,59,108
741,20191028133205664_Lepton_110.jpg,0,41,21,77,95
742,20200715141244834_Lepton_645.jpg,0,122,36,150,72
743,20191112113512437_Lepton_290.jpg,1,57,0,94,61
744,20200715134846276_Lepton_160.jpg,1,83,14,127,72
745,20191028131401555_Lepton_230.jpg,1,26,23,107,110
745,20191028131401555_Lepton_230.jpg,0,61,42,136,113
746,20200715135336185_Lepton_135.jpg,1,80,40,128,107
746,20200715135336185_Lepton_135.jpg,0,86,41,112,83
747,20191104150342280_Lepton_040.jpg,1,37,43,73,91
748,20191028134448852_Lepton_090.jpg,0,32,53,89,92
749,20200715155935115_Lepton_495.jpg,1,103,41,144,87
749,20200715155935115_Lepton_495.jpg,0,89,54,113,92
750,20191111112437439_Lepton_050.jpg,1,64,0,95,50
751,20191107110646392_Lepton_330.jpg,0,3,26,21,70
751,20191107110646392_Lepton_330.jpg,1,45,2,92,62
752,20191111131155648_Lepton_050.jpg,1,50,38,85,84
753,20200715155316876_Lepton_215.jpg,1,52,18,81,120
754,20191106110345443_Lepton_400.jpg,1,80,4,118,62
754,20191106110345443_Lepton_400.jpg,0,81,55,118,86
755,20191104111932592_Lepton_350.jpg,0,48,47,74,79
756,20200715110709981_Lepton_315.jpg,0,55,94,94,120
757,20200715105727759_Lepton_475.jpg,0,75,65,96,98
757,20200715105727759_Lepton_475.jpg,1,46,50,110,113
758,20191111112107223_Lepton_170.jpg,1,25,11,58,56
758,20191111112107223_Lepton_170.jpg,0,30,19,47,70
759,20191104104600256_Lepton_550.jpg,0,94,81,132,119
760,20191028164422008_Lepton_050.jpg,1,69,43,105,117
761,20191106160011306_Lepton_360.jpg,0,79,63,108,99
762,20191107112318320_Lepton_050.jpg,1,71,43,89,99
763,20200715140422192_Lepton_400.jpg,0,72,42,85,77
764,20191111134959769_Lepton_270.jpg,0,36,41,61,73
765,20191111132526997_Lepton_240.jpg,1,54,30,89,120
766,20191106105308264_Lepton_270.jpg,0,65,71,121,115
767,20191106174754551_Lepton_170.jpg,0,14,55,39,83
768,20191028133156355_Lepton_160.jpg,0,77,28,118,91
769,20200715161432615_Lepton_400.jpg,0,52,46,71,70
770,20200715161714887_Lepton_625.jpg,0,88,56,112,117
771,20191028164254381_Lepton_210.jpg,1,52,33,88,120
772,20200715155325521_Lepton_150.jpg,1,60,2,101,89
773,20191111142312894_Lepton_330.jpg,1,98,3,129,108
774,20191107105609223_Lepton_340.jpg,0,23,22,46,86
775,20191106181309730_Lepton_150.jpg,1,73,26,142,98
776,20200715141251988_Lepton_230.jpg,0,35,84,75,118
777,20191111111511480_Lepton_040.jpg,0,74,15,94,60
778,20200715141251988_Lepton_520.jpg,0,49,85,80,120
779,20200715104834254_Lepton_285.jpg,1,82,49,122,114
780,20200715111015315_Lepton_000.jpg,0,56,58,77,85
781,20191104142914884_Lepton_170.jpg,1,62,39,106,99
781,20191104142914884_Lepton_170.jpg,0,90,73,129,115
782,20191106180705068_Lepton_670.jpg,0,88,29,122,69
783,20200715155153354_Lepton_155.jpg,1,84,2,119,72
784,20191111113528584_Lepton_120.jpg,1,36,17,79,118
785,20200715155803890_Lepton_295.jpg,1,93,38,155,112
785,20200715155803890_Lepton_295.jpg,0,95,61,136,98
786,20200715105536121_Lepton_350.jpg,1,73,46,116,94
786,20200715105536121_Lepton_350.jpg,0,103,71,120,104
787,20191028134443417_Lepton_280.jpg,0,55,39,89,83
788,20191111140029890_Lepton_210.jpg,1,93,47,153,114
789,20191104150336828_Lepton_390.jpg,0,25,58,60,89
789,20191104150336828_Lepton_390.jpg,1,41,38,70,79
790,20200715155153354_Lepton_220.jpg,1,83,2,123,86
791,20191028135241241_Lepton_423.jpg,0,87,47,137,84
791,20191028135241241_Lepton_423.jpg,1,104,22,160,90
792,20191111130748974_Lepton_330.jpg,0,79,70,110,94
793,20191028135241241_Lepton_1136.jpg,0,113,72,154,109
793,20191028135241241_Lepton_1136.jpg,1,111,62,160,120
794,20200715155803890_Lepton_515.jpg,1,91,36,146,113
794,20200715155803890_Lepton_515.jpg,0,92,51,116,94
795,20200715140050606_Lepton_710.jpg,1,68,56,116,120
795,20200715140050606_Lepton_710.jpg,0,42,74,67,113
796,20191106105930253_Lepton_050.jpg,1,30,30,78,89
797,20191111112437439_Lepton_370.jpg,1,81,1,131,113
798,20191111111456789_Lepton_300.jpg,0,22,48,34,85
799,20191112111254542_Lepton_090.jpg,0,68,58,94,98
799,20191112111254542_Lepton_090.jpg,1,27,38,85,94
800,20191112112518170_Lepton_360.jpg,0,52,71,77,106
801,20200715155626264_Lepton_571.jpg,1,69,49,105,97
801,20200715155626264_Lepton_571.jpg,0,89,65,129,96
802,20191111141340649_Lepton_170.jpg,1,61,10,98,64
803,20191104141825146_Lepton_170.jpg,1,44,19,107,104
803,20191104141825146_Lepton_170.jpg,0,1,42,45,113
804,20191111113517724_Lepton_050.jpg,1,89,66,111,120
805,20191028160920644_Lepton_080.jpg,1,76,23,113,87
805,20191028160920644_Lepton_080.jpg,0,86,40,111,94
806,20191104110927742_Lepton_100.jpg,0,39,52,74,83
807,20191111113527037_Lepton_280.jpg,1,0,26,46,118
808,20191028162235498_Lepton_530.jpg,0,91,60,113,101
809,20191106110351362_Lepton_670.jpg,1,79,20,160,101
810,20191104104624471_Lepton_140.jpg,1,73,26,124,100
810,20191104104624471_Lepton_140.jpg,0,51,19,87,96
811,20191028160921600_Lepton_020.jpg,1,49,4,110,104
811,20191028160921600_Lepton_020.jpg,0,1,9,59,119
812,20191028164419752_Lepton_120.jpg,1,116,77,133,116
813,20200715160123477_Lepton_230.jpg,0,2,92,32,113
814,20191106110053919_Lepton_300.jpg,0,51,43,79,84
814,20191106110053919_Lepton_300.jpg,1,19,33,61,75
815,20191106161510759_Lepton_490.jpg,0,63,53,96,97
816,20191106110055060_Lepton_520.jpg,0,73,45,101,82
817,20191112112515715_Lepton_210.jpg,0,52,46,71,76
818,20191028152643657_Lepton_100.jpg,1,0,5,63,114
819,20191106105306853_Lepton_260.jpg,0,23,68,67,118
820,20191111131422500_Lepton_210.jpg,1,39,28,79,79
820,20191111131422500_Lepton_210.jpg,0,56,40,78,63
821,20191107112841748_Lepton_210.jpg,1,79,40,119,113
822,20191107110236734_Lepton_040.jpg,0,85,70,106,104
823,20191112111124901_Lepton_030.jpg,0,73,48,98,72
824,20191104150803396_Lepton_330.jpg,0,27,15,75,98
825,20191104104613729_Lepton_160.jpg,1,60,21,107,97
825,20191104104613729_Lepton_160.jpg,0,38,32,65,100
826,20191111111818842_Lepton_240.jpg,0,54,33,72,57
827,20191107105050572_Lepton_030.jpg,0,70,57,101,97
828,20191111112107223_Lepton_400.jpg,0,30,23,49,76
828,20191111112107223_Lepton_400.jpg,1,27,18,63,63
829,20200715140615707_Lepton_345.jpg,0,30,64,48,90
830,20200715141034965_Lepton_020.jpg,0,52,85,91,120
831,20191104143313324_Lepton_320.jpg,1,74,21,145,91
832,20191104112330706_Lepton_580.jpg,0,0,1,63,120
833,20200715161307537_Lepton_170.jpg,0,52,77,78,107
834,20191112112510849_Lepton_060.jpg,0,93,35,135,69
835,20191111131551942_Lepton_180.jpg,1,82,23,136,84
836,20191106105738843_Lepton_380.jpg,0,79,47,104,67
837,20191112111124901_Lepton_150.jpg,0,80,41,98,71
838,20191104115221188_Lepton_170.jpg,1,65,43,98,120
839,20191106161953242_Lepton_320.jpg,1,88,18,145,86
839,20191106161953242_Lepton_320.jpg,0,95,39,127,94
840,20191106174934971_Lepton_170.jpg,0,40,49,83,78
841,20191104144724207_Lepton_060.jpg,1,63,4,101,119
842,20191028164247546_Lepton_350.jpg,1,0,15,40,118
843,20200715104834254_Lepton_090.jpg,1,98,34,160,109
844,20191104150948781_Lepton_030.jpg,0,59,41,88,73
845,20191104141818079_Lepton_270.jpg,1,34,25,78,86
845,20191104141818079_Lepton_270.jpg,0,19,46,57,97
846,20191111142406945_Lepton_110.jpg,1,89,42,130,114
847,20191104150759711_Lepton_040.jpg,0,101,46,116,64
848,20191104151106259_Lepton_230.jpg,0,85,25,118,80
849,20191111112427220_Lepton_490.jpg,0,78,13,105,45
850,20191028132802727_Lepton_070.jpg,0,46,76,83,107
851,20191104150951618_Lepton_040.jpg,0,70,58,97,83
852,20191106174436234_Lepton_150.jpg,0,86,28,123,96
853,20191111113609069_Lepton_330.jpg,1,22,28,72,120
854,20200715155746789_Lepton_210.jpg,1,86,65,129,120
854,20200715155746789_Lepton_210.jpg,0,96,77,114,93
855,20191028131401220_Lepton_660.jpg,0,72,52,101,99
855,20191028131401220_Lepton_660.jpg,1,39,37,81,105
856,20191106161658653_Lepton_540.jpg,0,75,52,103,89
857,20191104115308141_Lepton_110.jpg,1,74,58,91,114
858,20191106175532447_Lepton_190.jpg,0,59,59,88,107
859,20191107104415647_Lepton_350.jpg,0,54,33,71,61
860,20191104154543856_Lepton_270.jpg,1,120,40,150,114
861,20200715161702412_Lepton_560.jpg,0,114,34,137,73
862,20191104142025465_Lepton_130.jpg,0,17,63,59,103
863,20191107105050572_Lepton_220.jpg,0,96,59,126,97
864,20191106180709944_Lepton_660.jpg,0,96,51,125,88
865,20200715160652252_Lepton_470.jpg,0,137,75,159,99
866,20191106162146951_Lepton_200.jpg,1,79,12,127,72
867,20200715161435755_Lepton_180.jpg,0,72,59,97,95
868,20191028130821930_Lepton_340.jpg,0,38,46,68,87
868,20191028130821930_Lepton_340.jpg,1,22,36,76,94
869,20191104150342280_Lepton_850.jpg,0,41,60,66,91
870,20191106161209741_Lepton_190.jpg,0,51,56,86,83
871,20191104141939078_Lepton_320.jpg,0,0,48,47,112
872,20191106105313366_Lepton_220.jpg,0,14,79,61,120
873,20200715135336185_Lepton_410.jpg,1,85,42,129,108
873,20200715135336185_Lepton_410.jpg,0,68,66,88,98
874,20200715141251988_Lepton_160.jpg,0,69,60,94,120
875,20191112112515715_Lepton_300.jpg,0,47,73,82,103
876,20200715162623417_Lepton_535.jpg,0,66,57,91,90
877,20191111111818842_Lepton_010.jpg,0,3,85,51,119
878,20200715111031370_Lepton_300.jpg,0,61,61,80,88
879,20191104105152890_Lepton_230.jpg,0,99,31,128,57
880,20191028140621695_Lepton_967.jpg,1,58,54,121,117
881,20200715141026491_Lepton_355.jpg,0,60,39,75,74
882,20191104115308141_Lepton_070.jpg,1,63,66,76,120
883,20191106175527183_Lepton_040.jpg,0,31,32,59,103
884,20191112122851136_Lepton_040.jpg,1,96,68,133,120
885,20191104111932592_Lepton_140.jpg,0,52,43,75,78
886,20191107110236734_Lepton_150.jpg,0,84,72,109,110
887,20191104150152412_Lepton_430.jpg,0,24,53,59,83
888,20191112122903917_Lepton_230.jpg,1,94,40,135,114
889,20191107104415647_Lepton_010.jpg,0,53,34,77,61
890,20191104112329103_Lepton_380.jpg,1,36,15,77,70
890,20191104112329103_Lepton_380.jpg,0,50,45,76,80
891,20191111130413852_Lepton_290.jpg,0,84,43,105,86
892,20191106110344449_Lepton_510.jpg,1,80,6,136,78
892,20191106110344449_Lepton_510.jpg,0,50,30,98,78
893,20200715155946034_Lepton_355.jpg,1,69,56,110,117
894,20191111130538439_Lepton_250.jpg,0,74,54,99,91
895,20191104111923543_Lepton_320.jpg,0,68,30,94,80
896,20191106160209944_Lepton_050.jpg,0,91,53,110,88
897,20200715111417263_Lepton_135.jpg,0,97,50,126,93
898,20191107105609223_Lepton_240.jpg,0,32,32,55,84
899,20200715141234942_Lepton_100.jpg,0,98,47,111,101
900,20191028131528532_Lepton_280.jpg,0,118,27,148,63
901,20191111142241638_Lepton_350.jpg,1,14,3,87,87
902,20191106175239189_Lepton_230.jpg,1,56,25,96,88
903,20191104114408096_Lepton_050.jpg,1,67,12,145,82
904,20191104154419860_Lepton_130.jpg,1,44,9,77,119
905,20191104145940892_Lepton_070.jpg,1,60,28,110,84
906,20200715141234942_Lepton_225.jpg,0,61,74,95,101
907,20200715105116308_Lepton_370.jpg,1,84,9,108,84
908,20191107110651502_Lepton_040.jpg,1,87,19,160,93
909,20191106160005634_Lepton_370.jpg,0,74,46,93,74
910,20200715140415466_Lepton_110.jpg,0,129,71,160,102
911,20191106110344449_Lepton_660.jpg,0,93,23,122,43
912,20191028164243680_Lepton_210.jpg,1,90,66,107,120
913,20191107105808637_Lepton_270.jpg,0,27,66,83,110
914,20191104142644690_Lepton_180.jpg,0,20,48,63,76
915,20191104150342280_Lepton_530.jpg,0,17,68,46,98
915,20191104150342280_Lepton_530.jpg,1,38,58,70,96
916,20191106105732772_Lepton_340.jpg,0,60,56,85,81
917,20200715161435755_Lepton_215.jpg,0,71,58,96,96
918,20191028140627041_Lepton_320.jpg,1,2,43,35,120
919,20191104142914884_Lepton_130.jpg,1,62,43,102,93
920,20191104111217439_Lepton_110.jpg,0,102,54,127,87
921,20191111142303811_Lepton_160.jpg,1,40,17,75,120
922,20191112111641041_Lepton_040.jpg,0,76,40,97,71
923,20191106160011306_Lepton_240.jpg,0,79,64,108,99
924,20191104115221188_Lepton_020.jpg,1,18,18,88,120
925,20191111112629853_Lepton_320.jpg,1,87,8,133,72
926,20191112113524579_Lepton_150.jpg,1,64,6,135,66
927,20191106182615239_Lepton_110.jpg,1,56,0,110,119
928,20191107112405765_Lepton_190.jpg,1,67,41,89,110
929,20191104142803861_Lepton_120.jpg,0,21,52,45,80
930,20191112111435315_Lepton_090.jpg,0,88,24,117,52
930,20191112111435315_Lepton_090.jpg,1,67,10,134,72
931,20191112112523799_Lepton_460.jpg,0,64,62,109,116
932,20200715110653879_Lepton_380.jpg,0,94,91,127,120
933,20191104150343368_Lepton_510.jpg,0,47,57,77,89
933,20191104150343368_Lepton_510.jpg,1,72,41,115,92
934,20191104114245948_Lepton_260.jpg,0,41,67,69,92
935,20191111131551942_Lepton_170.jpg,1,82,23,136,84
936,20191106174754778_Lepton_250.jpg,0,27,63,60,105
937,20191106160220517_Lepton_130.jpg,0,68,63,109,113
938,20191028161103939_Lepton_160.jpg,1,75,24,127,90
938,20191028161103939_Lepton_160.jpg,0,53,49,89,105
939,20200715162640297_Lepton_355.jpg,0,46,74,77,113
940,20191111135136763_Lepton_130.jpg,0,49,47,83,79
941,20191104142924333_Lepton_380.jpg,1,25,29,74,88
941,20191104142924333_Lepton_380.jpg,0,10,58,51,95
942,20191112111435315_Lepton_210.jpg,1,68,10,135,72
942,20191112111435315_Lepton_210.jpg,0,89,26,118,53
943,20191106181122891_Lepton_310.jpg,1,49,16,90,74
943,20191106181122891_Lepton_310.jpg,0,64,31,90,58
944,20191106160553290_Lepton_110.jpg,0,59,25,83,74
945,20200715141034965_Lepton_390.jpg,0,121,39,143,76
946,20191111135235793_Lepton_280.jpg,0,20,69,50,92
947,20191112122903917_Lepton_320.jpg,1,95,41,128,112
948,20191107110910937_Lepton_210.jpg,1,50,25,89,88
949,20191111142416934_Lepton_160.jpg,1,101,34,136,109
950,20191106105924766_Lepton_150.jpg,1,5,27,55,86
950,20191106105924766_Lepton_150.jpg,1,86,1,160,120
951,20200715162640297_Lepton_065.jpg,0,57,80,84,107
952,20191028152636682_Lepton_180.jpg,1,64,18,106,120
953,20200715141244834_Lepton_380.jpg,0,130,70,157,95
954,20200715155626264_Lepton_234.jpg,1,63,50,115,120
954,20200715155626264_Lepton_234.jpg,0,101,48,118,69
955,20191111131425910_Lepton_120.jpg,1,84,32,123,90
955,20191111131425910_Lepton_120.jpg,0,18,57,49,118
956,20200715160636494_Lepton_375.jpg,0,120,86,147,110
957,20191028130813438_Lepton_490.jpg,0,76,56,114,100
957,20191028130813438_Lepton_490.jpg,1,76,57,135,118
958,20191104143153783_Lepton_290.jpg,1,71,1,120,83
958,20191104143153783_Lepton_290.jpg,0,42,12,70,82
959,20191107105050572_Lepton_170.jpg,0,96,59,126,98
960,20200715160636494_Lepton_560.jpg,0,108,82,129,120
961,20191104111941378_Lepton_070.jpg,0,80,29,114,72
962,20191104112330706_Lepton_410.jpg,1,71,25,128,109
962,20191104112330706_Lepton_410.jpg,0,63,59,107,104
963,20191106162151743_Lepton_120.jpg,1,90,26,160,97
964,20191106155954861_Lepton_370.jpg,0,38,61,58,88
965,20191107105039342_Lepton_220.jpg,0,54,54,74,81
966,20191104144853506_Lepton_060.jpg,1,130,43,160,112
967,20191111130423175_Lepton_060.jpg,0,88,48,117,83
968,20191106174436234_Lepton_130.jpg,0,89,31,133,107
969,20200715140415466_Lepton_245.jpg,0,98,48,119,95
970,20191106104719544_Lepton_360.jpg,0,57,30,76,61
971,20191107112843166_Lepton_340.jpg,1,105,39,149,110
972,20191104115211295_Lepton_020.jpg,1,69,8,110,116
973,20191104150200204_Lepton_120.jpg,1,71,33,117,90
973,20191104150200204_Lepton_120.jpg,0,1,41,49,120
974,20191028135238321_Lepton_020.jpg,1,45,16,99,85
974,20191028135238321_Lepton_020.jpg,0,64,38,97,66
974,20191028135238321_Lepton_020.jpg,1,142,1,160,120
975,20191104150547172_Lepton_150.jpg,0,113,35,150,84
976,20191106160604258_Lepton_270.jpg,0,110,48,153,102
977,20191104152238348_Lepton_240.jpg,0,36,74,76,97
978,20200715161432615_Lepton_425.jpg,0,55,48,72,70
979,20191106161506715_Lepton_430.jpg,0,21,53,50,95
979,20191106161506715_Lepton_430.jpg,1,1,42,27,92
980,20191028161501302_Lepton_170.jpg,0,59,38,76,75
981,20191106162141751_Lepton_300.jpg,1,42,2,78,84
982,20200715155153354_Lepton_275.jpg,1,84,2,118,81
983,20200715105344138_Lepton_525.jpg,1,75,42,124,92
983,20200715105344138_Lepton_525.jpg,0,67,77,90,108
984,20191106105000001_Lepton_020.jpg,0,50,58,83,99
985,20191028150930115_Lepton_320.jpg,1,100,27,157,118
986,20191112111428433_Lepton_060.jpg,1,62,12,114,65
986,20191112111428433_Lepton_060.jpg,0,82,21,105,48
987,20200715141244834_Lepton_695.jpg,0,137,50,160,78
988,20200715140615707_Lepton_230.jpg,0,27,66,49,90
989,20191028161108863_Lepton_000.jpg,1,82,59,143,118
990,20191106174431708_Lepton_330.jpg,0,69,33,94,86
991,20200715140607227_Lepton_500.jpg,0,140,52,159,81
992,20191111111720501_Lepton_350.jpg,0,29,42,70,66
993,20200715155616394_Lepton_090.jpg,1,114,43,160,97
993,20200715155616394_Lepton_090.jpg,0,80,27,106,73
994,20191112111647909_Lepton_120.jpg,0,70,56,94,90
995,20191104142924333_Lepton_440.jpg,1,19,27,68,85
995,20191104142924333_Lepton_440.jpg,0,13,59,66,98
996,20200715161702412_Lepton_130.jpg,0,116,39,137,84
997,20191111130634489_Lepton_210.jpg,0,22,56,50,82
998,20191028131011216_Lepton_340.jpg,0,105,49,137,86
998,20191028131011216_Lepton_340.jpg,1,80,42,153,101
999,20200715105101334_Lepton_040.jpg,1,35,9,71,75
1000,20191111113528584_Lepton_000.jpg,1,56,15,94,119
1001,20200715141034965_Lepton_285.jpg,0,49,75,88,120
1002,20200715111417263_Lepton_525.jpg,0,113,50,136,98
1003,20191111132700400_Lepton_030.jpg,1,96,70,129,120
1004,20191111134958429_Lepton_050.jpg,0,52,46,80,81
1005,20191106181117439_Lepton_600.jpg,0,66,24,91,75
1006,20191104112329103_Lepton_420.jpg,1,36,15,77,70
1006,20191104112329103_Lepton_420.jpg,0,54,40,80,85
1007,20191106105929109_Lepton_110.jpg,1,15,16,55,81
1008,20191112111839292_Lepton_010.jpg,0,98,62,135,109
1009,20200715160123477_Lepton_130.jpg,0,22,75,33,120
1010,20191028140627041_Lepton_530.jpg,0,2,9,41,120
1011,20200715155144934_Lepton_045.jpg,1,87,63,132,120
1012,20191111131007541_Lepton_080.jpg,0,35,67,63,84
1013,20191107105809704_Lepton_110.jpg,0,43,57,75,91
1014,20191112111255288_Lepton_240.jpg,1,21,32,65,86
1014,20191112111255288_Lepton_240.jpg,0,49,49,82,77
1015,20200715155752953_Lepton_440.jpg,1,81,2,124,67
1015,20200715155752953_Lepton_440.jpg,0,89,34,109,76
1016,20191028135246200_Lepton_010.jpg,1,94,1,154,75
1016,20191028135246200_Lepton_010.jpg,0,122,21,156,60
1017,20191104114253082_Lepton_150.jpg,0,29,75,93,109
1018,20191104154405597_Lepton_320.jpg,1,88,64,107,119
1019,20191111142420082_Lepton_130.jpg,1,146,34,160,85
1020,20191028161856821_Lepton_310.jpg,0,86,37,110,80
1021,20200715141034965_Lepton_080.jpg,0,50,86,79,113
1022,20191028135249484_Lepton_373.jpg,0,30,78,70,104
1023,20191106182521792_Lepton_370.jpg,1,91,59,107,118
1024,20191111130630682_Lepton_130.jpg,0,52,60,83,95
1025,20191106182724653_Lepton_120.jpg,1,122,34,157,102
1026,20200715161307537_Lepton_070.jpg,0,51,79,81,111
1027,20191104105158534_Lepton_060.jpg,0,66,19,88,42
1028,20191111113521847_Lepton_120.jpg,1,15,30,52,118
1029,20191028160914050_Lepton_310.jpg,0,113,34,146,88
1029,20191028160914050_Lepton_310.jpg,1,101,22,160,95
1030,20191104104613729_Lepton_030.jpg,1,62,23,107,87
1031,20191104154300489_Lepton_110.jpg,1,50,19,83,118
1032,20200715110457637_Lepton_200.jpg,0,71,66,94,93
1033,20200715105727759_Lepton_330.jpg,0,55,62,80,96
1033,20200715105727759_Lepton_330.jpg,1,71,50,107,109
1034,20191106181118026_Lepton_050.jpg,1,42,25,78,84
1035,20200715141034965_Lepton_325.jpg,0,45,48,74,97
1036,20191104152240649_Lepton_280.jpg,0,55,62,103,85
1037,20191106175244713_Lepton_360.jpg,0,48,73,85,105
1038,20200715135351168_Lepton_500.jpg,1,50,57,115,120
1038,20200715135351168_Lepton_500.jpg,0,35,56,61,109
1039,20191111140332194_Lepton_370.jpg,0,102,23,134,70
1040,20191111112437439_Lepton_310.jpg,1,66,1,104,50
1040,20191111112437439_Lepton_310.jpg,0,95,10,121,40
1041,20191106161658653_Lepton_280.jpg,0,70,50,103,93
1041,20191106161658653_Lepton_280.jpg,1,44,34,82,88
1042,20200715155935115_Lepton_570.jpg,1,107,43,145,88
1042,20200715155935115_Lepton_570.jpg,0,91,53,112,86
1043,20200715155607860_Lepton_085.jpg,1,62,88,104,120
1043,20200715155607860_Lepton_085.jpg,0,91,77,106,112
1044,20191112111814331_Lepton_170.jpg,0,104,32,123,56
1045,20191112121252020_Lepton_110.jpg,0,85,39,117,78
1046,20191028161105727_Lepton_300.jpg,1,110,37,159,82
1047,20191028161855193_Lepton_190.jpg,0,60,20,93,99
1048,20200715140032620_Lepton_145.jpg,1,77,44,119,96
1048,20200715140032620_Lepton_145.jpg,0,78,57,101,101
1049,20191111140332194_Lepton_410.jpg,0,126,56,151,103
1050,20191028130809472_Lepton_330.jpg,0,6,51,29,84
1050,20191028130809472_Lepton_330.jpg,1,1,42,35,90
1051,20191112122918589_Lepton_210.jpg,1,94,68,137,119
1052,20200715155626264_Lepton_490.jpg,1,71,49,106,93
1052,20200715155626264_Lepton_490.jpg,0,87,56,108,100
1053,20200715155626264_Lepton_405.jpg,1,69,43,94,89
1053,20200715155626264_Lepton_405.jpg,0,94,62,118,93
1054,20191104113440546_Lepton_040.jpg,0,55,71,104,102
1055,20191104104842636_Lepton_020.jpg,1,77,29,130,97
1056,20191111112620481_Lepton_300.jpg,1,46,5,87,78
1057,20200715155752953_Lepton_365.jpg,1,90,14,122,67
1057,20200715155752953_Lepton_365.jpg,0,89,49,114,80
1058,20191106163320252_Lepton_330.jpg,1,40,16,68,120
1059,20191111112629853_Lepton_310.jpg,1,87,8,133,72
1060,20191107105816297_Lepton_220.jpg,0,41,79,112,111
1061,20191112111826208_Lepton_180.jpg,0,69,57,101,90
1062,20191104114236964_Lepton_150.jpg,0,114,62,160,98
1063,20191106110217116_Lepton_100.jpg,0,68,53,112,82
1064,20191104142643357_Lepton_110.jpg,0,19,38,68,63
1065,20200715161435755_Lepton_065.jpg,0,70,51,97,85
1066,20191106161655675_Lepton_490.jpg,0,34,55,69,95
1067,20191111111815200_Lepton_210.jpg,0,2,63,22,87
1068,20191111113559173_Lepton_050.jpg,1,94,65,119,118
1069,20200715161657318_Lepton_105.jpg,0,84,38,111,86
1070,20191104150343368_Lepton_500.jpg,1,62,39,114,91
1070,20191104150343368_Lepton_500.jpg,0,49,61,78,91
1071,20200715155746789_Lepton_040.jpg,1,86,66,128,120
1071,20200715155746789_Lepton_040.jpg,0,99,71,116,99
1072,20191028160548991_Lepton_190.jpg,1,121,48,160,119
1073,20191111140231600_Lepton_170.jpg,1,26,37,64,76
1073,20191111140231600_Lepton_170.jpg,0,46,52,72,87
1074,20200715161714887_Lepton_140.jpg,0,71,52,90,108
1075,20191028131546984_Lepton_470.jpg,0,73,45,137,114
1076,20191107105609223_Lepton_010.jpg,0,42,26,68,77
1077,20191104141932617_Lepton_080.jpg,0,11,64,56,101
1078,20200715141034965_Lepton_095.jpg,0,57,95,101,119
1079,20200715105344138_Lepton_575.jpg,1,69,49,105,93
1079,20200715105344138_Lepton_575.jpg,0,93,75,127,107
1080,20191104154300489_Lepton_120.jpg,1,51,19,83,118
1081,20191111112056487_Lepton_120.jpg,1,53,70,101,120
1082,20200715160636494_Lepton_215.jpg,0,115,84,139,111
1083,20200715155626264_Lepton_151.jpg,1,83,45,125,115
1084,20191111112436407_Lepton_340.jpg,0,110,35,146,71
1084,20191111112436407_Lepton_340.jpg,1,89,10,134,73
1085,20191104143153783_Lepton_070.jpg,1,52,10,92,62
1086,20191104154425375_Lepton_330.jpg,1,33,4,84,120
1087,20191104114249483_Lepton_240.jpg,0,30,78,80,108
1088,20191028150923007_Lepton_100.jpg,1,66,79,83,115
1089,20191106180705068_Lepton_730.jpg,0,104,23,135,67
1090,20200715155153354_Lepton_090.jpg,1,84,2,117,72
1091,20191104153232261_Lepton_260.jpg,1,40,42,79,90
1092,20191104145945354_Lepton_190.jpg,1,70,30,121,93
1093,20191028161902834_Lepton_100.jpg,0,0,12,30,113
1094,20191104153055282_Lepton_120.jpg,0,47,68,76,97
1095,20200715140041127_Lepton_660.jpg,1,102,30,144,94
1095,20200715140041127_Lepton_660.jpg,0,121,74,142,107
1096,20191104152238348_Lepton_180.jpg,0,36,74,73,94
1097,20191111131007541_Lepton_300.jpg,0,36,68,75,87
1098,20191106155622240_Lepton_070.jpg,0,30,55,51,91
1099,20200715135344671_Lepton_090.jpg,1,95,17,142,83
1099,20200715135344671_Lepton_090.jpg,0,97,19,113,65
1100,20191106155710018_Lepton_240.jpg,0,42,44,79,69
1101,20200715162623417_Lepton_050.jpg,0,62,65,89,86
1102,20191104150159278_Lepton_130.jpg,0,57,88,82,120
1102,20191104150159278_Lepton_130.jpg,1,37,43,71,88
1103,20191028132756403_Lepton_280.jpg,0,135,74,160,101
1104,20191104110932821_Lepton_010.jpg,0,40,42,66,72
1105,20191028161741018_Lepton_110.jpg,0,60,58,79,83
1106,20191111135127618_Lepton_060.jpg,0,107,65,134,110
1107,20191028162249766_Lepton_140.jpg,0,29,73,61,94
